PruebaID;Codigo;Area;Nombre;TipoMuestra;Ayuno;HorasAyuno;Origen;Aplicar
254;255;URO;ACIDO URICO EN ORINA PARCIAL;ORINA;Si;8;nombre;OK
608;URO007;URO;ALBUMINA EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
609;URO008;URO;ALBUMINA ORINA PARCIAL;ORINA;No;0;nombre;OK
610;URO009;URO;ANFETAMINA EN ORINA;ORINA;No;0;nombre;OK
240;241;URO;CALCIO EN ORINA;ORINA;No;0;nombre;OK
611;URO010;URO;CALCIO EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
255;256;URO;CALCIO EN ORINA PALCIAL;ORINA;No;0;nombre;OK
612;URO011;URO;CALCIO EN ORINA PARCIAL;ORINA;No;0;nombre;OK
248;249;URO;CITRATO;ORINA;No;0;area;OK
613;URO012;URO;CITRATO EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
13;14;URO;CLEARENCE DE CREATININA;ORINA;No;0;area;OK
239;240;URO;CLORO EN ORINA;ORINA;No;0;nombre;OK
614;URO013;URO;CLORO EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
615;URO014;URO;CLORO ORINA PARCIAL;ORINA;No;0;nombre;OK
616;URO015;URO;COCAINA EN ORINA PARCIAL;ORINA;No;0;nombre;OK
617;URO016;URO;CREATININA EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
618;URO017;URO;CREATININA EN ORINA PARCIAL;ORINA;No;0;nombre;OK
245;246;URO;CREATININA EN ORINA PARCIAL.;ORINA;No;0;nombre;OK
243;244;URO;CREATININA EN ORINA.24H;ORINA;No;0;nombre;OK
619;URO018;URO;DEBITO URINARIO;ORINA;No;0;nombre;OK
24;25;URO;DENSIDAD URINARIA;ORINA;No;0;area;OK
620;URO019;URO;DEPURACION;ORINA;No;0;nombre;OK
621;URO020;URO;DEPURACION DE UREA;ORINA;No;0;nombre;OK
52;53;URO;ELECTROLITOS EN ORINA.;ORINA;No;0;nombre;OK
83;84;URO;ELECTROLOITOS EN ORINA PARCIAL;ORINA;No;0;nombre;OK
253;254;URO;FOSFORO EN ORINA;ORINA;No;0;nombre;OK
242;243;URO;FOSFORO EN ORINA 24 H;ORINA;No;0;nombre;OK
622;URO021;URO;FOSFORO EN ORINA 24 HORAS;ORINA;No;0;nombre;OK
623;URO022;URO;FOSFORO EN ORINA PARCIAL;ORINA;No;0;nombre;OK
624;URO023;URO;HEROINA EN ORINA;ORINA;No;0;nombre;OK
247;248;URO;MAGNESIO EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
625;URO024;URO;MAGNESIO EN ORINA PARCIAL;ORINA;No;0;nombre;OK
626;URO025;URO;MARIHUANA EN ORINA;ORINA;No;0;nombre;OK
627;URO026;URO;METANFETAMINA EN ORINA;ORINA;No;0;nombre;OK
250;251;URO;MICROALBUMINURIA;ORINA;No;0;nombre;OK
628;URO027;URO;MICROALBUMINURIA EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
629;URO028;URO;MICROALBUMINURIA EN ORINA PARCIAL;ORINA;No;0;nombre;OK
630;URO029;URO;OXALATO DE CALCIO ORINA PARCIAL;ORINA;No;0;nombre;OK
500;URO005;URO;OXALATO ORINA  24 H;ORINA;No;0;nombre;OK
238;239;URO;POTASIO EN ORINA;ORINA;No;0;nombre;OK
631;URO030;URO;POTASIO EN ORINA 24 HORAS;ORINA;No;0;nombre;OK
632;URO031;URO;PROTEINA EN ORINA;ORINA;No;0;nombre;OK
272;273;URO;PROTEINAS DE BENCE-JONES;ORINA;No;0;area;OK
249;250;URO;PROTEINURIA DE 18 HORAS;ORINA;No;0;area;OK
237;238;URO;PROTEINURIA DE 24 HORAS;ORINA;No;0;area;OK
633;URO032;URO;PROTEINURIA EN 24 HORAS;ORINA;No;0;area;OK
634;URO033;URO;PROTEINURIA MINUTADA;ORINA;No;0;area;OK
639;URO038;URO;SODIO EN ORINA DE 24 HORAS;ORINA;No;0;nombre;OK
640;URO039;URO;SUPERFICIE COORPORAL;ORINA;No;0;area;OK
641;URO040;URO;TIEMPO EN MINUTO;ORINA;No;0;area;OK
642;URO041;URO;UREA EN ORINA  24 HORAS;ORINA;No;0;nombre;OK
643;URO042;URO;UREA EN ORINA PARCIAL;ORINA;No;0;nombre;OK
246;247;URO;UREA EN ORINA PARCIAL.;ORINA;No;0;nombre;OK
244;245;URO;UREA ORINA 24 h.;ORINA;No;0;nombre;OK
326;URO001;URO;UROANALISIS COMPLETO;ORINA;No;0;ya asignado;
483;URO044;URO;UROGEN;ORINA;No;0;nombre;OK
644;URO043;URO;VOLUMEN MINUTADO;ORINA;No;0;area;OK
